,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.001,0.001,128.262,128.262,main,D,,40,main:40(D),0,exec2-N100,0.0007799095304944627,100.03275620028076
1,1.0,0.012,0.012,128.221,128.221,GR_algorithm,D,,463,GR_algorithm:463(D),0,exec2-N100,0.009358914365933552,100.0007799095305
2,1.0,0.001,0.001,88.335,88.335,library_matrix,D,,638,library_matrix:638(D),0,exec2-N100,0.0007799095304944627,68.89330837622836
3,1.0,0.0,0.0,51.277,51.277,get_net_coeff,D,,550,get_net_coeff:550(D),0,exec2-N100,0.0,39.99142099516456
4,1.0,0.011,0.011,51.277,51.277,get_matrix_change_of_basis,D,,522,get_matrix_change_of_basis:522(D),0,exec2-N100,0.008579004835439089,39.99142099516456
5,601.0,0.745,0.001,51.267,0.085,get_coeff_matrix_wrt_basis,D,,481,get_coeff_matrix_wrt_basis:481(D),0,exec2-N100,0.5810326002183747,39.983621899859614
6,360000.0,0.211,0.0,46.679,0.0,has,C,,1193,has:1193(C),0,exec2-N100,0.16456091093433162,36.40539697395103
7,769699/390875,1.206,0.0,46.598,0.0,any,['builtins'],,,builtins.any,0,exec2-N100,0.940570893776322,36.34222430198097
8,720000.0,0.25,0.0,46.294,0.0,<genexpr>,C,,1240,<genexpr>:1240(C),0,exec2-N100,0.19497738262361566,36.10513180471065
9,360000.0,1.333,0.0,46.044,0.0,_has,C,,1242,_has:1242(C),0,exec2-N100,1.0396194041491187,35.91015442208704
10,7298900.0,3.688,0.0,42.845,0.0,<genexpr>,C,,1257,<genexpr>:1257(C),0,exec2-N100,2.8763063484635785,33.41522383403525
11,5.0,0.346,0.069,39.849,7.97,B_eps_algorithm,D,,205,B_eps_algorithm:205(D),0,exec2-N100,0.26984869755108404,31.07861488067384
12,208.0,0.014,0.0,38.308,0.184,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec2-N100,0.010918733426922478,29.876774294181875
13,208.0,0.004,0.0,38.133,0.183,solve,C,,320,solve:320(C),0,exec2-N100,0.0031196381219778507,29.740290126345347
