,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.001,0.001,33.383,33.383,main,D,,40,main:40(D),0,exec3-N50,0.0030010203469179528,100.18306224116202
1,1.0,0.002,0.002,33.338,33.338,GR_algorithm,D,,463,GR_algorithm:463(D),0,exec3-N50,0.0060020406938359055,100.04801632555069
2,1.0,0.001,0.001,29.026,29.026,library_matrix,D,,638,library_matrix:638(D),0,exec3-N50,0.0030010203469179528,87.10761658964049
3,1.0,0.0,0.0,15.556,15.556,get_net_coeff,D,,550,get_net_coeff:550(D),0,exec3-N50,0.0,46.68387251665567
4,1.0,0.005,0.005,15.556,15.556,get_matrix_change_of_basis,D,,522,get_matrix_change_of_basis:522(D),0,exec3-N50,0.015005101734589762,46.68387251665567
5,301.0,0.238,0.001,15.551,0.052,get_coeff_matrix_wrt_basis,D,,481,get_coeff_matrix_wrt_basis:481(D),0,exec3-N50,0.7142428425664726,46.66886741492108
6,205392/105932,0.352,0.0,13.174,0.0,any,['builtins'],,,builtins.any,0,exec3-N50,1.0563591621151192,39.53544205029711
7,90000.0,0.061,0.0,13.158,0.0,has,C,,1193,has:1193(C),0,exec3-N50,0.1830622411619951,39.487425724746416
8,180000.0,0.074,0.0,13.048,0.0,<genexpr>,C,,1240,<genexpr>:1240(C),0,exec3-N50,0.22207550567192846,39.157313486585444
9,90000.0,0.387,0.0,12.974,0.0,_has,C,,1242,_has:1242(C),0,exec3-N50,1.1613948742572477,38.93523798091352
10,1.0,0.0,0.0,12.454,12.454,spy_fourier_orthonormal,D,,446,spy_fourier_orthonormal:446(D),0,exec3-N50,0.0,37.374707400516186
11,7.0,0.001,0.0,12.452,1.779,spy_gramschmt_fourier,D,,339,spy_gramschmt_fourier:339(D),0,exec3-N50,0.0030010203469179528,37.36870535982234
12,28.0,0.0,0.0,12.17,0.435,l2_inner_product,D,,93,l2_inner_product:93(D),0,exec3-N50,0.0,36.52241762199148
13,28.0,0.0,0.0,12.169,0.435,quad,C,,49,quad:49(C),0,exec3-N50,0.0,36.519416601644565
14,28.0,0.0,0.0,12.169,0.435,_quad,C,,445,_quad:445(C),0,exec3-N50,0.0,36.519416601644565
15,28.0,0.027,0.001,12.169,0.435,_qagse,"['scipy', 'integrate', '_quadpack']",,,scipy.integrate._quadpack._qagse,0,exec3-N50,0.08102754936678472,36.519416601644565
16,18186.0,0.231,0.0,12.142,0.001,<lambda>,D,,118,<lambda>:118(D),0,exec3-N50,0.693235700138047,36.43838905227778
17,1818950.0,1.025,0.0,12.058,0.0,<genexpr>,C,,1257,<genexpr>:1257(C),0,exec3-N50,3.076045855590901,36.18630334313667
18,18186.0,10.442,0.001,11.781,0.001,evaluate,C,,208,evaluate:208(C),0,exec3-N50,31.33665446251726,35.3550207070404
19,1728950.0,0.658,0.0,6.143,0.0,<lambda>,C,,1263,<lambda>:1263(C),0,exec3-N50,1.9746713882720128,18.435267991116984
20,1948032/1767732,2.542,0.0,5.64,0.0,__eq__,C,,124,__eq__:124(C),0,exec3-N50,7.6285937218654345,16.925754756617252
21,1818584.0,0.482,0.0,4.893,0.0,__next__,C,,2056,__next__:2056(C),0,exec3-N50,1.446491807214453,14.68399255746954
22,1820024.0,0.406,0.0,4.412,0.0,next,['builtins'],,,builtins.next,0,exec3-N50,1.2184142608486888,13.240501770602005
23,11.0,0.065,0.006,4.295,0.39,B_eps_algorithm,D,,205,B_eps_algorithm:205(D),0,exec3-N50,0.1950663225496669,12.889382390012605
24,7241212/1821734,3.189,0.0,4.006,0.0,_preorder_traversal,C,,2012,_preorder_traversal:2012(C),0,exec3-N50,9.57025388632135,12.022087509753318
25,120.0,0.007,0.0,3.973,0.033,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec3-N50,0.021007142428425666,11.923053838305025
26,120.0,0.001,0.0,3.88,0.032,solve,C,,320,solve:320(C),0,exec3-N50,0.0030010203469179528,11.643958946041655
27,120.0,0.001,0.0,3.878,0.032,_solve,C,,667,_solve:667(C),0,exec3-N50,0.0030010203469179528,11.637956905347819
