,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.009,0.009,33.92,33.92,main,D,,22,main:22(D),0,exec8-SCS,0.026543191671336303,100.03834016574751
1,1.0,0.0,0.0,33.879,33.879,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec8-SCS,0.0,99.91742118146696
2,1.0,0.003,0.003,33.878,33.878,solve,C,,320,solve:320(C),0,exec8-SCS,0.008847730557112101,99.91447193794792
3,1.0,0.0,0.0,33.875,33.875,_solve,C,,667,_solve:667(C),0,exec8-SCS,0.0,99.90562420739082
4,1.0,0.0,0.0,29.047,29.047,solve_via_data,C,,289,solve_via_data:289(C),0,exec8-SCS,0.0,85.6666764974784
5,1.0,0.0,0.0,29.047,29.047,solve_via_data,C,,278,solve_via_data:278(C),0,exec8-SCS,0.0,85.6666764974784
6,1.0,0.0,0.0,29.047,29.047,solve,C,,14,solve:14(C),0,exec8-SCS,0.0,85.6666764974784
7,1.0,29.047,29.047,29.047,29.047,csolve,['_scs'],,,_scs.csolve,0,exec8-SCS,85.6666764974784,85.6666764974784
8,1.0,0.0,0.0,4.828,4.828,get_problem_data,C,,412,get_problem_data:412(C),0,exec8-SCS,0.0,14.23894770991241
9,1.0,0.005,0.005,4.827,4.827,apply,C,,53,apply:53(C),0,exec8-SCS,0.014746217595186836,14.23599846639337
10,1.0,0.0,0.0,3.383,3.383,apply,C,,207,apply:207(C),0,exec8-SCS,0.0,9.977290824903413
11,1.0,0.194,0.194,3.012,3.012,apply_parameters,C,,144,apply_parameters:144(C),0,exec8-SCS,0.5721532426932493,8.88312147934055
12,1.0,1.932,1.932,2.773,2.773,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec8-SCS,5.697938478780194,8.17825227829062
13,1.0,0.0,0.0,1.438,1.438,apply,C,,291,apply:291(C),0,exec8-SCS,0.0,4.241012180375734
14,2.0,0.016,0.008,1.437,0.719,affine,C,,58,affine:58(C),0,exec8-SCS,0.047187896304597875,4.238062936856697
15,2.0,0.048,0.024,1.42,0.71,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec8-SCS,0.14156368891379362,4.187925797033061
16,2.0,0.0,0.0,0.973,0.486,build_matrix,C,,1002,build_matrix:1002(C),0,exec8-SCS,0.0,2.8696139440233583
17,2.0,0.973,0.486,0.973,0.486,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec8-SCS,2.8696139440233583,2.8696139440233583
18,1.0,0.686,0.686,0.686,0.686,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec8-SCS,2.023181054059634,2.023181054059634
19,1.0,0.003,0.003,0.358,0.358,_prepare_data_and_inv_data,C,,183,_prepare_data_and_inv_data:183(C),0,exec8-SCS,0.008847730557112101,1.0558291798153774
20,1.0,0.013,0.013,0.355,0.355,format_constraints,C,,129,format_constraints:129(C),0,exec8-SCS,0.03834016574748577,1.0469814492582652
21,46/35,0.002,0.0,0.338,0.01,__init__,C,,27,__init__:27(C),0,exec8-SCS,0.005898487038074734,0.9968443094346302
22,11.0,0.0,0.0,0.307,0.028,asformat,C,,294,asformat:294(C),0,exec8-SCS,0.0,0.9054177603444717
23,6.0,0.0,0.0,0.269,0.045,tocsc,C,,330,tocsc:330(C),0,exec8-SCS,0.0,0.7933465066210519
24,7.0,0.0,0.0,0.247,0.035,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec8-SCS,0.0,0.7284631492022297
25,1.0,0.0,0.0,0.236,0.236,sort_indices,C,,1131,sort_indices:1131(C),0,exec8-SCS,0.0,0.6960214704928186
26,1.0,0.236,0.236,0.236,0.236,csr_sort_indices,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sort_indices,0,exec8-SCS,0.6960214704928186,0.6960214704928186
27,5/1,0.005,0.001,0.176,0.176,__call__,C,,42,__call__:42(C),0,exec8-SCS,0.014746217595186836,0.5190668593505766
28,1.0,0.0,0.0,0.171,0.171,matmul,C,,61,matmul:61(C),0,exec8-SCS,0.0,0.5043206417553898
29,20/16,0.001,0.0,0.117,0.007,__init__,C,,126,__init__:126(C),0,exec8-SCS,0.002949243519037367,0.345061491727372
30,401/390,0.027,0.0,0.115,0.0,implement_array_function,"['numpy', 'core', '_multiarray_umath']",,,numpy.core._multiarray_umath.implement_array_function,0,exec8-SCS,0.07962957501400891,0.3391630046892973
31,3.0,0.028,0.009,0.106,0.035,reshape,C,,198,reshape:198(C),0,exec8-SCS,0.08257881853304629,0.3126198130179609
32,8.0,0.077,0.01,0.077,0.01,coo_tocsr,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.coo_tocsr,0,exec8-SCS,0.22709175096587725,0.22709175096587725
33,6.0,0.0,0.0,0.075,0.013,__matmul__,C,,556,__matmul__:556(C),0,exec8-SCS,0.0,0.22119326392780253
34,1.0,0.004,0.004,0.075,0.075,vstack,C,,470,vstack:470(C),0,exec8-SCS,0.011796974076149469,0.22119326392780253
35,6.0,0.0,0.0,0.075,0.013,new_method,C,,27,new_method:27(C),0,exec8-SCS,0.0,0.22119326392780253
36,6.0,0.003,0.0,0.075,0.013,__mul__,C,,453,__mul__:453(C),0,exec8-SCS,0.008847730557112101,0.22119326392780253
37,2.0,0.028,0.014,0.072,0.036,bmat,C,,504,bmat:504(C),0,exec8-SCS,0.08257881853304629,0.21234553337069043
38,2.0,0.068,0.034,0.068,0.034,sort,numpy.ndarray,,,sort(numpy.ndarray),0,exec8-SCS,0.200548559294541,0.200548559294541
39,4.0,0.0,0.0,0.065,0.016,<lambda>,C,,37,<lambda>:37(C),0,exec8-SCS,0.0,0.19170082873742889
40,8.0,0.0,0.0,0.064,0.008,__getitem__,C,,32,__getitem__:32(C),0,exec8-SCS,0.0,0.1887515852183915
41,8.0,0.0,0.0,0.064,0.008,_get_submatrix,C,,777,_get_submatrix:777(C),0,exec8-SCS,0.0,0.1887515852183915
42,6.0,0.0,0.0,0.063,0.011,_get_sliceXslice,C,,649,_get_sliceXslice:649(C),0,exec8-SCS,0.0,0.18580234169935414
43,8.0,0.063,0.008,0.063,0.008,get_csr_submatrix,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.get_csr_submatrix,0,exec8-SCS,0.18580234169935414,0.18580234169935414
44,5.0,0.0,0.0,0.062,0.012,_mul_sparse_matrix,C,,494,_mul_sparse_matrix:494(C),0,exec8-SCS,0.0,0.18285309818031678
45,20.0,0.0,0.0,0.062,0.003,_check,C,,265,_check:265(C),0,exec8-SCS,0.0,0.18285309818031678
46,164.0,0.062,0.0,0.062,0.0,reduce,numpy.ufunc,,,reduce(numpy.ufunc),0,exec8-SCS,0.18285309818031678,0.18285309818031678
47,1.0,0.0,0.0,0.061,0.061,unique,<__array_function__ internals>,,2,unique:2(<__array_function__ internals>),0,exec8-SCS,0.0,0.1799038546612794
48,1.0,0.001,0.001,0.061,0.061,unique,C,,149,unique:149(C),0,exec8-SCS,0.002949243519037367,0.1799038546612794
49,1.0,0.01,0.01,0.06,0.06,_unique1d,C,,309,_unique1d:309(C),0,exec8-SCS,0.029492435190373673,0.17695461114224204
50,2.0,0.0,0.0,0.057,0.028,tocsr,C,,372,tocsr:372(C),0,exec8-SCS,0.0,0.16810688058512993
51,5.0,0.051,0.01,0.051,0.01,divmod,['builtins'],,,builtins.divmod,0,exec8-SCS,0.15041141947090572,0.15041141947090572
52,643.0,0.05,0.0,0.05,0.0,array,['numpy'],,,numpy.array,0,exec8-SCS,0.14746217595186836,0.14746217595186836
53,2.0,0.0,0.0,0.045,0.022,get_matrix_from_tensor,C,,196,get_matrix_from_tensor:196(C),0,exec8-SCS,0.0,0.1327159583566815
54,2.0,0.002,0.001,0.044,0.022,reshape,C,,86,reshape:86(C),0,exec8-SCS,0.005898487038074734,0.12976671483764415
55,1.0,0.001,0.001,0.039,0.039,tocsc,C,,175,tocsc:175(C),0,exec8-SCS,0.002949243519037367,0.11502049724245733
56,6.0,0.0,0.0,0.038,0.006,tocoo,C,,1009,tocoo:1009(C),0,exec8-SCS,0.0,0.11207125372341994
57,1.0,0.034,0.034,0.034,0.034,csr_tocsc,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_tocsc,0,exec8-SCS,0.1002742796472705,0.1002742796472705
58,2.0,0.032,0.016,0.032,0.016,standard_normal,numpy.random._generator.Generator,,,standard_normal(numpy.random._generator.Generator),0,exec8-SCS,0.09437579260919575,0.09437579260919575
59,40.0,0.0,0.0,0.031,0.001,max,numpy.ndarray,,,max(numpy.ndarray),0,exec8-SCS,0.0,0.09142654909015839
60,40.0,0.0,0.0,0.031,0.001,_amax,C,,37,_amax:37(C),0,exec8-SCS,0.0,0.09142654909015839
61,40.0,0.0,0.0,0.031,0.001,min,numpy.ndarray,,,min(numpy.ndarray),0,exec8-SCS,0.0,0.09142654909015839
62,40.0,0.0,0.0,0.031,0.001,_amin,C,,41,_amin:41(C),0,exec8-SCS,0.0,0.09142654909015839
63,1.0,0.028,0.028,0.028,0.028,eliminate_zeros,C,,554,eliminate_zeros:554(C),0,exec8-SCS,0.08257881853304629,0.08257881853304629
64,11.0,0.0,0.0,0.026,0.002,concatenate,<__array_function__ internals>,,2,concatenate:2(<__array_function__ internals>),0,exec8-SCS,0.0,0.07668033149497154
65,1.0,0.0,0.0,0.026,0.026,sort,<__array_function__ internals>,,2,sort:2(<__array_function__ internals>),0,exec8-SCS,0.0,0.07668033149497154
66,1.0,0.0,0.0,0.026,0.026,sort,C,,839,sort:839(C),0,exec8-SCS,0.0,0.07668033149497154
67,6.0,0.0,0.0,0.021,0.003,build_lin_op_tree,C,,495,build_lin_op_tree:495(C),0,exec8-SCS,0.0,0.06193411389978471
68,19.0,0.0,0.0,0.021,0.001,make_linC_from_linPy,C,,469,make_linC_from_linPy:469(C),0,exec8-SCS,0.0,0.06193411389978471
69,7.0,0.0,0.0,0.02,0.003,set_linC_data,C,,456,set_linC_data:456(C),0,exec8-SCS,0.0,0.058984870380747345
70,2.0,0.0,0.0,0.02,0.01,set_matrix_data,C,,428,set_matrix_data:428(C),0,exec8-SCS,0.0,0.058984870380747345
71,7.0,0.0,0.0,0.02,0.003,set_dense_data,C,,199,set_dense_data:199(C),0,exec8-SCS,0.0,0.058984870380747345
72,7.0,0.02,0.003,0.02,0.003,LinOp_set_dense_data,['_cvxcore'],,,_cvxcore.LinOp_set_dense_data,0,exec8-SCS,0.058984870380747345,0.058984870380747345
73,41.0,0.02,0.0,0.02,0.0,astype,numpy.ndarray,,,astype(numpy.ndarray),0,exec8-SCS,0.058984870380747345,0.058984870380747345
74,4.0,0.0,0.0,0.019,0.005,getV,C,,239,getV:239(C),0,exec8-SCS,0.0,0.05603562686170997
75,4.0,0.019,0.005,0.019,0.005,ProblemData_getV,['_cvxcore'],,,_cvxcore.ProblemData_getV,0,exec8-SCS,0.05603562686170997,0.05603562686170997
76,2.0,0.018,0.009,0.018,0.009,csc_matmat,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csc_matmat,0,exec8-SCS,0.053086383342672606,0.053086383342672606
77,4.0,0.0,0.0,0.013,0.003,getI,C,,242,getI:242(C),0,exec8-SCS,0.0,0.03834016574748577
78,4.0,0.013,0.003,0.013,0.003,ProblemData_getI,['_cvxcore'],,,_cvxcore.ProblemData_getI,0,exec8-SCS,0.03834016574748577,0.03834016574748577
79,4.0,0.0,0.0,0.013,0.003,getJ,C,,245,getJ:245(C),0,exec8-SCS,0.0,0.03834016574748577
80,4.0,0.013,0.003,0.013,0.003,ProblemData_getJ,['_cvxcore'],,,_cvxcore.ProblemData_getJ,0,exec8-SCS,0.03834016574748577,0.03834016574748577
81,1.0,0.009,0.009,0.013,0.013,__neg__,C,,47,__neg__:47(C),0,exec8-SCS,0.026543191671336303,0.03834016574748577
82,1.0,0.0,0.0,0.01,0.01,_mul_vector,C,,467,_mul_vector:467(C),0,exec8-SCS,0.0,0.029492435190373673
83,1.0,0.01,0.01,0.01,0.01,csr_matvec,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_matvec,0,exec8-SCS,0.029492435190373673,0.029492435190373673
84,4.0,0.0,0.0,0.01,0.002,getLen,C,,236,getLen:236(C),0,exec8-SCS,0.0,0.029492435190373673
85,4.0,0.01,0.002,0.01,0.002,ProblemData_getLen,['_cvxcore'],,,_cvxcore.ProblemData_getLen,0,exec8-SCS,0.029492435190373673,0.029492435190373673
86,3.0,0.008,0.003,0.008,0.003,copy,numpy.ndarray,,,copy(numpy.ndarray),0,exec8-SCS,0.023593948152298937,0.023593948152298937
87,6.0,0.006,0.001,0.006,0.001,expandptr,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.expandptr,0,exec8-SCS,0.017695461114224202,0.017695461114224202
88,1.0,0.006,0.006,0.006,0.006,csr_sum_duplicates,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sum_duplicates,0,exec8-SCS,0.017695461114224202,0.017695461114224202
89,2.0,0.004,0.002,0.004,0.002,csc_matmat_maxnnz,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csc_matmat_maxnnz,0,exec8-SCS,0.011796974076149469,0.011796974076149469
90,7.0,0.0,0.0,0.004,0.001,__get_has_canonical_format,C,,1055,__get_has_canonical_format:1055(C),0,exec8-SCS,0.0,0.011796974076149469
91,7.0,0.004,0.001,0.004,0.001,flatten,numpy.ndarray,,,flatten(numpy.ndarray),0,exec8-SCS,0.011796974076149469,0.011796974076149469
92,7.0,0.004,0.001,0.004,0.001,csr_has_canonical_format,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_has_canonical_format,0,exec8-SCS,0.011796974076149469,0.011796974076149469
93,1.0,0.0,0.0,0.004,0.004,_with_data,C,,1196,_with_data:1196(C),0,exec8-SCS,0.0,0.011796974076149469
94,142.0,0.001,0.0,0.002,0.0,get_index_dtype,C,,119,get_index_dtype:119(C),0,exec8-SCS,0.002949243519037367,0.005898487038074734
95,46.0,0.0,0.0,0.002,0.0,check_format,C,,135,check_format:135(C),0,exec8-SCS,0.0,0.005898487038074734
96,1.0,0.0,0.0,0.002,0.002,stuffed_objective,C,,282,stuffed_objective:282(C),0,exec8-SCS,0.0,0.005898487038074734
97,204/48,0.0,0.0,0.001,0.0,_compute_once,C,,59,_compute_once:59(C),0,exec8-SCS,0.0,0.002949243519037367
98,74.0,0.0,0.0,0.001,0.0,size,C,,377,size:377(C),0,exec8-SCS,0.0,0.002949243519037367
99,80.0,0.0,0.0,0.001,0.0,prod,<__array_function__ internals>,,2,prod:2(<__array_function__ internals>),0,exec8-SCS,0.0,0.002949243519037367
100,80.0,0.0,0.0,0.001,0.0,prod,C,,2881,prod:2881(C),0,exec8-SCS,0.0,0.002949243519037367
101,83.0,0.0,0.0,0.001,0.0,_wrapreduction,C,,70,_wrapreduction:70(C),0,exec8-SCS,0.0,0.002949243519037367
102,1.0,0.0,0.0,0.001,0.001,apply,C,,38,apply:38(C),0,exec8-SCS,0.0,0.002949243519037367
103,1.0,0.0,0.0,0.001,0.001,apply,C,,55,apply:55(C),0,exec8-SCS,0.0,0.002949243519037367
104,1.0,0.0,0.0,0.001,0.001,_construct_chain,C,,633,_construct_chain:633(C),0,exec8-SCS,0.0,0.002949243519037367
105,23/10,0.0,0.0,0.001,0.0,is_convex,C,,164,is_convex:164(C),0,exec8-SCS,0.0,0.002949243519037367
106,12/2,0.0,0.0,0.001,0.0,canonicalize_tree,C,,86,canonicalize_tree:86(C),0,exec8-SCS,0.0,0.002949243519037367
107,2.0,0.0,0.0,0.001,0.0,get_spacing_matrix,C,,93,get_spacing_matrix:93(C),0,exec8-SCS,0.0,0.002949243519037367
108,22/9,0.0,0.0,0.001,0.0,cast_op,C,,42,cast_op:42(C),0,exec8-SCS,0.0,0.002949243519037367
109,1.0,0.0,0.0,0.001,0.001,construct_solving_chain,C,,118,construct_solving_chain:118(C),0,exec8-SCS,0.0,0.002949243519037367
110,12.0,0.0,0.0,0.001,0.0,canonicalize_expr,C,,106,canonicalize_expr:106(C),0,exec8-SCS,0.0,0.002949243519037367
111,47.0,0.0,0.0,0.001,0.0,prune,C,,1140,prune:1140(C),0,exec8-SCS,0.0,0.002949243519037367
112,70/49,0.0,0.0,0.0,0.0,all,['builtins'],,,builtins.all,0,exec8-SCS,0.0,0.0
113,1.0,0.0,0.0,0.0,0.0,unpack_results,C,,1036,unpack_results:1036(C),0,exec8-SCS,0.0,0.0
114,284.0,0.0,0.0,0.0,0.0,__init__,C,,498,__init__:498(C),0,exec8-SCS,0.0,0.0
115,1.0,0.0,0.0,0.0,0.0,invert,C,,75,invert:75(C),0,exec8-SCS,0.0,0.0
116,75.0,0.0,0.0,0.0,0.0,check_shape,C,,265,check_shape:265(C),0,exec8-SCS,0.0,0.0
117,3.0,0.0,0.0,0.0,0.0,toarray,C,,1022,toarray:1022(C),0,exec8-SCS,0.0,0.0
118,23/9,0.0,0.0,0.0,0.0,is_affine,C,,173,is_affine:173(C),0,exec8-SCS,0.0,0.0
119,2.0,0.0,0.0,0.0,0.0,__init__,C,,103,__init__:103(C),0,exec8-SCS,0.0,0.0
120,24.0,0.0,0.0,0.0,0.0,size,C,,71,size:71(C),0,exec8-SCS,0.0,0.0
121,2.0,0.0,0.0,0.0,0.0,<listcomp>,C,,80,<listcomp>:80(C),0,exec8-SCS,0.0,0.0
122,2.0,0.0,0.0,0.0,0.0,is_dcp,C,,145,is_dcp:145(C),0,exec8-SCS,0.0,0.0
123,6.0,0.0,0.0,0.0,0.0,is_dpp,C,,198,is_dpp:198(C),0,exec8-SCS,0.0,0.0
124,6.0,0.0,0.0,0.0,0.0,<genexpr>,C,,165,<genexpr>:165(C),0,exec8-SCS,0.0,0.0
125,484.0,0.0,0.0,0.0,0.0,asarray,C,,14,asarray:14(C),0,exec8-SCS,0.0,0.0
126,8.0,0.0,0.0,0.0,0.0,__sub__,C,,512,__sub__:512(C),0,exec8-SCS,0.0,0.0
127,220.0,0.0,0.0,0.0,0.0,can_cast,<__array_function__ internals>,,2,can_cast:2(<__array_function__ internals>),0,exec8-SCS,0.0,0.0
128,6.0,0.0,0.0,0.0,0.0,is_dcp,C,,191,is_dcp:191(C),0,exec8-SCS,0.0,0.0
129,3.0,0.0,0.0,0.0,0.0,tocsr,C,,134,tocsr:134(C),0,exec8-SCS,0.0,0.0
130,2.0,0.0,0.0,0.0,0.0,is_dcp,C,,179,is_dcp:179(C),0,exec8-SCS,0.0,0.0
131,256.0,0.0,0.0,0.0,0.0,nnz,C,,238,nnz:238(C),0,exec8-SCS,0.0,0.0
132,2.0,0.0,0.0,0.0,0.0,<listcomp>,C,,82,<listcomp>:82(C),0,exec8-SCS,0.0,0.0
133,24/6,0.0,0.0,0.0,0.0,_lazyprop,C,,24,_lazyprop:24(C),0,exec8-SCS,0.0,0.0
134,1.0,0.0,0.0,0.0,0.0,invert,C,,242,invert:242(C),0,exec8-SCS,0.0,0.0
135,3.0,0.0,0.0,0.0,0.0,eye,C,,219,eye:219(C),0,exec8-SCS,0.0,0.0
136,26.0,0.0,0.0,0.0,0.0,__init__,C,,36,__init__:36(C),0,exec8-SCS,0.0,0.0
137,4.0,0.0,0.0,0.0,0.0,__init__,C,,152,__init__:152(C),0,exec8-SCS,0.0,0.0
138,19/6,0.0,0.0,0.0,0.0,canonical_form,C,,35,canonical_form:35(C),0,exec8-SCS,0.0,0.0
139,13/6,0.0,0.0,0.0,0.0,canonicalize,C,,304,canonicalize:304(C),0,exec8-SCS,0.0,0.0
140,1.0,0.0,0.0,0.0,0.0,_reductions_for_problem_class,C,,47,_reductions_for_problem_class:47(C),0,exec8-SCS,0.0,0.0
141,8.0,0.0,0.0,0.0,0.0,_validate_indices,C,,126,_validate_indices:126(C),0,exec8-SCS,0.0,0.0
142,2.0,0.0,0.0,0.0,0.0,get_dual_values,C,,36,get_dual_values:36(C),0,exec8-SCS,0.0,0.0
