,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.0,0.0,27.706,27.706,main,D,,40,main:40(D),0,exec1-20,0.0,100.26417688995042
1,1.0,0.003,0.003,27.658,27.658,GR_algorithm,D,,463,GR_algorithm:463(D),0,exec1-20,0.010856584518510475,100.09047153765425
2,1.0,0.001,0.001,21.116,21.116,library_matrix,D,,638,library_matrix:638(D),0,exec1-20,0.003618861506170159,76.41587956428907
3,1.0,0.0,0.0,18.041,18.041,spy_fourier_orthonormal,D,,446,spy_fourier_orthonormal:446(D),0,exec1-20,0.0,65.28788043281583
4,7.0,0.001,0.0,18.039,2.577,spy_gramschmt_fourier,D,,339,spy_gramschmt_fourier:339(D),0,exec1-20,0.003618861506170159,65.28064270980349
5,28.0,0.0,0.0,17.783,0.635,l2_inner_product,D,,93,l2_inner_product:93(D),0,exec1-20,0.0,64.35421416422393
6,28.0,0.0,0.0,17.783,0.635,quad,C,,49,quad:49(C),0,exec1-20,0.0,64.35421416422393
7,28.0,0.0,0.0,17.783,0.635,_quad,C,,445,_quad:445(C),0,exec1-20,0.0,64.35421416422393
8,28.0,0.028,0.001,17.783,0.635,_qagse,"['scipy', 'integrate', '_quadpack']",,,scipy.integrate._quadpack._qagse,0,exec1-20,0.10132812217276445,64.35421416422393
9,18144.0,0.243,0.0,17.755,0.001,<lambda>,D,,118,<lambda>:118(D),0,exec1-20,0.8793833459993485,64.25288604205116
10,18144.0,15.853,0.001,17.378,0.001,evaluate,C,,208,evaluate:208(C),0,exec1-20,57.36981145731552,62.88857525422501
11,3.0,0.035,0.012,6.535,2.178,B_eps_algorithm,D,,205,B_eps_algorithm:205(D),0,exec1-20,0.12666015271595557,23.64925994282199
12,44.0,0.003,0.0,6.362,0.145,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec1-20,0.010856584518510475,23.02319690225455
13,44.0,0.005,0.0,6.327,0.144,solve,C,,320,solve:320(C),0,exec1-20,0.01809430753085079,22.896536749538594
14,44.0,0.001,0.0,6.323,0.144,_solve,C,,667,_solve:667(C),0,exec1-20,0.003618861506170159,22.882061303513915
15,44.0,0.001,0.0,4.485,0.102,get_problem_data,C,,412,get_problem_data:412(C),0,exec1-20,0.003618861506170159,16.23059385517316
16,44.0,0.001,0.0,4.452,0.101,apply,C,,53,apply:53(C),0,exec1-20,0.003618861506170159,16.111171425469546
17,44.0,0.002,0.0,3.642,0.083,apply,C,,83,apply:83(C),0,exec1-20,0.007237723012340318,13.179893605471719
18,44.0,0.215,0.005,3.289,0.075,apply_parameters,C,,144,apply_parameters:144(C),0,exec1-20,0.7780552238265841,11.902435493793652
