,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.018,0.018,76.639,76.639,main,D,,38,main:38(D),0,exec7-SCS,0.023490414605817793,100.01566027640388
1,1.0,0.0,0.0,76.561,76.561,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec7-SCS,0.0,99.91386847977867
2,1.0,0.007,0.007,76.56,76.56,solve,C,,320,solve:320(C),0,exec7-SCS,0.00913516123559581,99.91256345674502
3,1.0,0.0,0.0,76.553,76.553,_solve,C,,667,_solve:667(C),0,exec7-SCS,0.0,99.90342829550943
4,1.0,0.0,0.0,66.693,66.693,solve_via_data,C,,289,solve_via_data:289(C),0,exec7-SCS,0.0,87.0359011836559
5,1.0,0.0,0.0,66.693,66.693,solve_via_data,C,,278,solve_via_data:278(C),0,exec7-SCS,0.0,87.0359011836559
6,1.0,0.0,0.0,66.693,66.693,solve,C,,14,solve:14(C),0,exec7-SCS,0.0,87.0359011836559
7,1.0,66.693,66.693,66.693,66.693,csolve,['_scs'],,,_scs.csolve,0,exec7-SCS,87.0359011836559,87.0359011836559
8,1.0,0.0,0.0,9.86,9.86,get_problem_data,C,,412,get_problem_data:412(C),0,exec7-SCS,0.0,12.867527111853525
9,1.0,0.011,0.011,9.859,9.859,apply,C,,53,apply:53(C),0,exec7-SCS,0.014355253370221983,12.866222088819868
10,1.0,0.0,0.0,6.618,6.618,apply,C,,207,apply:207(C),0,exec7-SCS,0.0,8.63664243673901
11,1.0,0.369,0.369,5.812,5.812,apply_parameters,C,,144,apply_parameters:144(C),0,exec7-SCS,0.48155349941926484,7.584793871611835
12,1.0,3.812,3.812,5.342,5.342,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec7-SCS,4.974747804298746,6.971433045793258
13,1.0,0.0,0.0,3.229,3.229,apply,C,,291,apply:291(C),0,exec7-SCS,0.0,4.213919375676981
14,2.0,0.034,0.017,3.229,1.614,affine,C,,58,affine:58(C),0,exec7-SCS,0.0443707831443225,4.213919375676981
15,2.0,0.085,0.043,3.193,1.597,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec7-SCS,0.11092695786080625,4.166938546465346
16,2.0,0.0,0.0,2.355,1.177,build_matrix,C,,1002,build_matrix:1002(C),0,exec7-SCS,0.0,3.0733292442611613
17,2.0,2.355,1.177,2.355,1.177,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec7-SCS,3.0733292442611613,3.0733292442611613
18,1.0,1.185,1.185,1.185,1.185,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec7-SCS,1.5464522948830048,1.5464522948830048
19,1.0,0.005,0.005,0.772,0.772,_prepare_data_and_inv_data,C,,183,_prepare_data_and_inv_data:183(C),0,exec7-SCS,0.00652511516828272,1.0074777819828522
20,1.0,0.025,0.025,0.767,0.767,format_constraints,C,,129,format_constraints:129(C),0,exec7-SCS,0.0326255758414136,1.0009526668145692
21,46/35,0.004,0.0,0.669,0.019,__init__,C,,27,__init__:27(C),0,exec7-SCS,0.0052200921346261765,0.873060409516228
22,11.0,0.0,0.0,0.623,0.057,asformat,C,,294,asformat:294(C),0,exec7-SCS,0.0,0.813029349968027
23,6.0,0.0,0.0,0.522,0.087,tocsc,C,,330,tocsc:330(C),0,exec7-SCS,0.0,0.6812220235687161
