,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.007,0.007,27.866,27.866,main,D,,22,main:22(D),0,exec7-SCS,0.025128333991456364,100.03230785798903
1,1.0,0.0,0.0,27.831,27.831,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec7-SCS,0.0,99.90666618803174
2,1.0,0.002,0.002,27.831,27.831,solve,C,,320,solve:320(C),0,exec7-SCS,0.007179523997558963,99.90666618803174
3,1.0,0.0,0.0,27.828,27.828,_solve,C,,667,_solve:667(C),0,exec7-SCS,0.0,99.8958969020354
4,1.0,0.0,0.0,23.387,23.387,solve_via_data,C,,289,solve_via_data:289(C),0,exec7-SCS,0.0,83.95376386545573
5,1.0,0.0,0.0,23.387,23.387,solve_via_data,C,,278,solve_via_data:278(C),0,exec7-SCS,0.0,83.95376386545573
6,1.0,0.0,0.0,23.387,23.387,solve,C,,14,solve:14(C),0,exec7-SCS,0.0,83.95376386545573
7,1.0,23.387,23.387,23.387,23.387,csolve,['_scs'],,,_scs.csolve,0,exec7-SCS,83.95376386545573,83.95376386545573
8,1.0,0.0,0.0,4.441,4.441,get_problem_data,C,,412,get_problem_data:412(C),0,exec7-SCS,0.0,15.942133036579676
9,1.0,0.006,0.006,4.44,4.44,apply,C,,53,apply:53(C),0,exec7-SCS,0.021538571992676888,15.938543274580896
10,1.0,0.0,0.0,3.161,3.161,apply,C,,207,apply:207(C),0,exec7-SCS,0.0,11.34723767814194
11,1.0,0.186,0.186,2.84,2.84,apply_parameters,C,,144,apply_parameters:144(C),0,exec7-SCS,0.6676957317729835,10.194924076533725
12,1.0,1.874,1.874,2.617,2.617,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec7-SCS,6.727213985712748,9.394407150805902
13,1.0,0.0,0.0,1.273,1.273,apply,C,,291,apply:291(C),0,exec7-SCS,0.0,4.569767024446279
14,2.0,0.014,0.007,1.273,0.636,affine,C,,58,affine:58(C),0,exec7-SCS,0.05025666798291273,4.569767024446279
15,2.0,0.041,0.021,1.257,0.629,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec7-SCS,0.14718024194995874,4.512330832465807
16,2.0,0.0,0.0,0.854,0.427,build_matrix,C,,1002,build_matrix:1002(C),0,exec7-SCS,0.0,3.0656567469576768
17,2.0,0.854,0.427,0.854,0.427,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec7-SCS,3.0656567469576768,3.0656567469576768
18,1.0,0.602,0.602,0.602,0.602,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec7-SCS,2.1610367232652474,2.1610367232652474
19,1.0,0.002,0.002,0.309,0.309,_prepare_data_and_inv_data,C,,183,_prepare_data_and_inv_data:183(C),0,exec7-SCS,0.007179523997558963,1.1092364576228597
20,1.0,0.011,0.011,0.307,0.307,format_constraints,C,,129,format_constraints:129(C),0,exec7-SCS,0.03948738198657429,1.1020569336253008
21,46/35,0.002,0.0,0.305,0.009,__init__,C,,27,__init__:27(C),0,exec7-SCS,0.007179523997558963,1.0948774096277416
22,11.0,0.0,0.0,0.283,0.026,asformat,C,,294,asformat:294(C),0,exec7-SCS,0.0,1.0159026456545932
23,6.0,0.0,0.0,0.25,0.042,tocsc,C,,330,tocsc:330(C),0,exec7-SCS,0.0,0.8974404996948703
24,7.0,0.0,0.0,0.228,0.033,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec7-SCS,0.0,0.8184657357217218
25,1.0,0.0,0.0,0.22,0.22,sort_indices,C,,1131,sort_indices:1131(C),0,exec7-SCS,0.0,0.7897476397314859
26,1.0,0.22,0.22,0.22,0.22,csr_sort_indices,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sort_indices,0,exec7-SCS,0.7897476397314859,0.7897476397314859
27,5/1,0.005,0.001,0.149,0.149,__call__,C,,42,__call__:42(C),0,exec7-SCS,0.017948809993897405,0.5348745378181426
28,1.0,0.0,0.0,0.145,0.145,matmul,C,,61,matmul:61(C),0,exec7-SCS,0.0,0.5205154898230248
29,401/390,0.022,0.0,0.099,0.0,implement_array_function,"['numpy', 'core', '_multiarray_umath']",,,numpy.core._multiarray_umath.implement_array_function,0,exec7-SCS,0.07897476397314858,0.3553864378791686
30,20/16,0.001,0.0,0.096,0.006,__init__,C,,126,__init__:126(C),0,exec7-SCS,0.0035897619987794813,0.3446171518828302
31,3.0,0.025,0.008,0.094,0.031,reshape,C,,198,reshape:198(C),0,exec7-SCS,0.08974404996948704,0.3374376278852712
