,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.019,0.019,63.331,63.331,main,D,,38,main:38(D),0,exec9-SCS,0.03000726491676932,100.020531286522
1,1.0,0.0,0.0,63.228,63.228,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec9-SCS,0.0,99.85786032407844
2,1.0,0.006,0.006,63.227,63.227,solve,C,,320,solve:320(C),0,exec9-SCS,0.009475978394769258,99.856280994346
3,1.0,0.0,0.0,63.22,63.22,_solve,C,,667,_solve:667(C),0,exec9-SCS,0.0,99.84522568621877
4,1.0,0.0,0.0,51.076,51.076,solve_via_data,C,,289,solve_via_data:289(C),0,exec9-SCS,0.0,80.66584541520578
5,1.0,0.0,0.0,51.076,51.076,solve_via_data,C,,278,solve_via_data:278(C),0,exec9-SCS,0.0,80.66584541520578
6,1.0,0.0,0.0,51.076,51.076,solve,C,,14,solve:14(C),0,exec9-SCS,0.0,80.66584541520578
7,1.0,51.075,51.075,51.075,51.075,csolve,['_scs'],,,_scs.csolve,0,exec9-SCS,80.66426608547333,80.66426608547333
8,1.0,0.0,0.0,12.144,12.144,get_problem_data,C,,412,get_problem_data:412(C),0,exec9-SCS,0.0,19.17938027101298
9,1.0,0.014,0.014,12.143,12.143,apply,C,,53,apply:53(C),0,exec9-SCS,0.022110616254461604,19.17780094128052
10,1.0,0.0,0.0,8.329,8.329,apply,C,,207,apply:207(C),0,exec9-SCS,0.0,13.154237341672195
11,1.0,0.441,0.441,7.268,7.268,apply_parameters,C,,144,apply_parameters:144(C),0,exec9-SCS,0.6964844120155406,11.478568495530496
12,1.0,4.657,4.657,6.694,6.694,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec9-SCS,7.354938564073407,10.57203322909757
13,1.0,0.0,0.0,3.799,3.799,apply,C,,291,apply:291(C),0,exec9-SCS,0.0,5.999873653621403
14,2.0,0.042,0.021,3.798,1.899,affine,C,,58,affine:58(C),0,exec9-SCS,0.06633184876338483,5.998294323888941
15,2.0,0.123,0.061,3.755,1.878,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec9-SCS,0.19425755709276982,5.930383145393094
16,2.0,0.0,0.0,2.596,1.298,build_matrix,C,,1002,build_matrix:1002(C),0,exec9-SCS,0.0,4.099939985470166
17,2.0,2.596,1.298,2.596,1.298,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec9-SCS,4.099939985470166,4.099939985470166
18,1.0,1.56,1.56,1.56,1.56,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec9-SCS,2.4637543826400075,2.4637543826400075
19,1.0,0.008,0.008,1.022,1.022,_prepare_data_and_inv_data,C,,183,_prepare_data_and_inv_data:183(C),0,exec9-SCS,0.012634637859692346,1.6140749865756971
20,1.0,0.036,0.036,1.013,1.013,format_constraints,C,,129,format_constraints:129(C),0,exec9-SCS,0.05685587036861555,1.5998610189835432
21,46/35,0.005,0.0,0.933,0.027,__init__,C,,27,__init__:27(C),0,exec9-SCS,0.007896648662307717,1.47351464038662
22,11.0,0.0,0.0,0.85,0.077,asformat,C,,294,asformat:294(C),0,exec9-SCS,0.0,1.3424302725923118
23,6.0,0.0,0.0,0.699,0.116,tocsc,C,,330,tocsc:330(C),0,exec9-SCS,0.0,1.1039514829906185
24,7.0,0.0,0.0,0.643,0.092,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec9-SCS,0.0,1.0155090179727722
25,1.0,0.0,0.0,0.615,0.615,sort_indices,C,,1131,sort_indices:1131(C),0,exec9-SCS,0.0,0.971287785463849
26,1.0,0.615,0.615,0.615,0.615,csr_sort_indices,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sort_indices,0,exec9-SCS,0.971287785463849,0.971287785463849
27,5/1,0.015,0.003,0.528,0.528,__call__,C,,42,__call__:42(C),0,exec9-SCS,0.023689945986923148,0.8338860987396949
28,1.0,0.0,0.0,0.513,0.513,matmul,C,,61,matmul:61(C),0,exec9-SCS,0.0,0.8101961527527717
29,401/390,0.068,0.0,0.33,0.001,implement_array_function,"['numpy', 'core', '_multiarray_umath']",,,numpy.core._multiarray_umath.implement_array_function,0,exec9-SCS,0.10739442180738494,0.5211788117123093
30,20/16,0.003,0.0,0.311,0.019,__init__,C,,126,__init__:126(C),0,exec9-SCS,0.004737989197384629,0.49117154679553987
31,8.0,0.272,0.034,0.272,0.034,coo_tocsr,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.coo_tocsr,0,exec9-SCS,0.42957768722953976,0.42957768722953976
32,3.0,0.065,0.022,0.267,0.089,reshape,C,,198,reshape:198(C),0,exec9-SCS,0.1026564326100003,0.4216810385672321
33,6.0,0.0,0.0,0.242,0.04,__matmul__,C,,556,__matmul__:556(C),0,exec9-SCS,0.0,0.3821977952556934
34,6.0,0.0,0.0,0.242,0.04,new_method,C,,27,new_method:27(C),0,exec9-SCS,0.0,0.3821977952556934
35,6.0,0.007,0.001,0.241,0.04,__mul__,C,,453,__mul__:453(C),0,exec9-SCS,0.011055308127230802,0.3806184655232319
36,2.0,0.0,0.0,0.218,0.109,tocsr,C,,372,tocsr:372(C),0,exec9-SCS,0.0,0.3442938816766164
37,8.0,0.0,0.0,0.216,0.027,__getitem__,C,,32,__getitem__:32(C),0,exec9-SCS,0.0,0.34113522221169335
38,8.0,0.0,0.0,0.216,0.027,_get_submatrix,C,,777,_get_submatrix:777(C),0,exec9-SCS,0.0,0.34113522221169335
39,6.0,0.0,0.0,0.216,0.036,_get_sliceXslice,C,,649,_get_sliceXslice:649(C),0,exec9-SCS,0.0,0.34113522221169335
40,4.0,0.0,0.0,0.216,0.054,<lambda>,C,,37,<lambda>:37(C),0,exec9-SCS,0.0,0.34113522221169335
41,8.0,0.215,0.027,0.215,0.027,get_csr_submatrix,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.get_csr_submatrix,0,exec9-SCS,0.3395558924792318,0.3395558924792318
42,5.0,0.0,0.0,0.209,0.042,_mul_sparse_matrix,C,,494,_mul_sparse_matrix:494(C),0,exec9-SCS,0.0,0.3300799140844625
43,2.0,0.203,0.101,0.203,0.101,sort,numpy.ndarray,,,sort(numpy.ndarray),0,exec9-SCS,0.3206039356896933,0.3206039356896933
44,1.0,0.01,0.01,0.186,0.186,vstack,C,,470,vstack:470(C),0,exec9-SCS,0.015793297324615433,0.293755330237847
45,20.0,0.0,0.0,0.182,0.009,_check,C,,265,_check:265(C),0,exec9-SCS,0.0,0.28743801130800084
46,164.0,0.181,0.001,0.181,0.001,reduce,numpy.ufunc,,,reduce(numpy.ufunc),0,exec9-SCS,0.2858586815755393,0.2858586815755393
47,1.0,0.0,0.0,0.177,0.177,unique,<__array_function__ internals>,,2,unique:2(<__array_function__ internals>),0,exec9-SCS,0.0,0.2795413626456931
48,1.0,0.004,0.004,0.177,0.177,unique,C,,149,unique:149(C),0,exec9-SCS,0.006317318929846173,0.2795413626456931
49,2.0,0.06,0.03,0.176,0.088,bmat,C,,504,bmat:504(C),0,exec9-SCS,0.09475978394769259,0.2779620329132316
50,1.0,0.031,0.031,0.174,0.174,_unique1d,C,,309,_unique1d:309(C),0,exec9-SCS,0.04895922170630784,0.2748033734483085
51,1.0,0.002,0.002,0.151,0.151,tocsc,C,,175,tocsc:175(C),0,exec9-SCS,0.0031586594649230864,0.238478789601693
52,1.0,0.134,0.134,0.134,0.134,csr_tocsc,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_tocsc,0,exec9-SCS,0.21163018414984677,0.21163018414984677
53,5.0,0.133,0.027,0.133,0.027,divmod,['builtins'],,,builtins.divmod,0,exec9-SCS,0.21005085441738527,0.21005085441738527
54,2.0,0.0,0.0,0.132,0.066,get_matrix_from_tensor,C,,196,get_matrix_from_tensor:196(C),0,exec9-SCS,0.0,0.20847152468492372
