,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.008,0.008,50.495,50.495,main,D,,22,main:22(D),0,exec8-ECOS,0.015845977102563087,100.01782672424038
1,1.0,0.0,0.0,50.455,50.455,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec8-ECOS,0.0,99.93859683872756
2,1.0,0.003,0.003,50.455,50.455,solve,C,,320,solve:320(C),0,exec8-ECOS,0.005942241413461158,99.93859683872756
3,1.0,0.0,0.0,50.452,50.452,_solve,C,,667,_solve:667(C),0,exec8-ECOS,0.0,99.9326545973141
4,1.0,0.0,0.0,44.952,44.952,solve_via_data,C,,289,solve_via_data:289(C),0,exec8-ECOS,0.0,89.03854533930198
5,1.0,0.0,0.0,44.952,44.952,solve_via_data,C,,129,solve_via_data:129(C),0,exec8-ECOS,0.0,89.03854533930198
6,1.0,0.0,0.0,44.952,44.952,solve,C,,8,solve:8(C),0,exec8-ECOS,0.0,89.03854533930198
7,1.0,44.952,44.952,44.952,44.952,csolve,['_ecos'],,,_ecos.csolve,0,exec8-ECOS,89.03854533930198,89.03854533930198
8,1.0,0.0,0.0,5.499,5.499,get_problem_data,C,,412,get_problem_data:412(C),0,exec8-ECOS,0.0,10.8921285108743
9,1.0,0.006,0.006,5.499,5.499,apply,C,,53,apply:53(C),0,exec8-ECOS,0.011884482826922315,10.8921285108743
10,1.0,0.006,0.006,3.842,3.842,apply,C,,83,apply:83(C),0,exec8-ECOS,0.011884482826922315,7.610030503505922
11,1.0,0.201,0.201,3.398,3.398,apply_parameters,C,,144,apply_parameters:144(C),0,exec8-ECOS,0.3981301747018976,6.730578774313671
12,1.0,2.123,2.123,3.133,3.133,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec8-ECOS,4.205126173592679,6.205680782791268
13,1.0,0.0,0.0,1.65,1.65,apply,C,,291,apply:291(C),0,exec8-ECOS,0.0,3.268232777403636
14,2.0,0.018,0.009,1.649,0.825,affine,C,,58,affine:58(C),0,exec8-ECOS,0.035653448480766944,3.2662520302658162
15,2.0,0.054,0.027,1.631,0.816,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec8-ECOS,0.10696034544230082,3.230598581785049
16,2.0,0.0,0.0,1.142,0.571,build_matrix,C,,1002,build_matrix:1002(C),0,exec8-ECOS,0.0,2.2620132313908803
17,2.0,1.142,0.571,1.142,0.571,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec8-ECOS,2.2620132313908803,2.2620132313908803
18,1.0,0.831,0.831,0.831,0.831,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec8-ECOS,1.6460008715287404,1.6460008715287404
19,1.0,0.017,0.017,0.406,0.406,format_constraints,C,,129,format_constraints:129(C),0,exec8-ECOS,0.03367270134294656,0.8041833379550766
20,49/38,0.002,0.0,0.373,0.01,__init__,C,,27,__init__:27(C),0,exec8-ECOS,0.003961494275640772,0.7388186824070039
21,11.0,0.0,0.0,0.346,0.031,asformat,C,,294,asformat:294(C),0,exec8-ECOS,0.0,0.6853385096858534
22,6.0,0.0,0.0,0.3,0.05,tocsc,C,,330,tocsc:330(C),0,exec8-ECOS,0.0,0.5942241413461157
23,7.0,0.0,0.0,0.279,0.04,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec8-ECOS,0.0,0.5526284514518877
24,1.0,0.0,0.0,0.268,0.268,sort_indices,C,,1131,sort_indices:1131(C),0,exec8-ECOS,0.0,0.5308402329358635
25,1.0,0.268,0.268,0.268,0.268,csr_sort_indices,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sort_indices,0,exec8-ECOS,0.5308402329358635,0.5308402329358635
26,5/1,0.006,0.001,0.205,0.205,__call__,C,,42,__call__:42(C),0,exec8-ECOS,0.011884482826922315,0.406053163253179
27,1.0,0.0,0.0,0.199,0.199,matmul,C,,61,matmul:61(C),0,exec8-ECOS,0.0,0.3941686804262568
28,417/406,0.027,0.0,0.127,0.0,implement_array_function,"['numpy', 'core', '_multiarray_umath']",,,numpy.core._multiarray_umath.implement_array_function,0,exec8-ECOS,0.05348017272115041,0.25155488650318897
29,20/16,0.001,0.0,0.124,0.008,__init__,C,,126,__init__:126(C),0,exec8-ECOS,0.001980747137820386,0.24561264508972783
30,3.0,0.031,0.01,0.118,0.039,reshape,C,,198,reshape:198(C),0,exec8-ECOS,0.06140316127243196,0.23372816226280552
31,10.0,0.0,0.0,0.101,0.01,__getitem__,C,,32,__getitem__:32(C),0,exec8-ECOS,0.0,0.20005546091985899
32,10.0,0.0,0.0,0.101,0.01,_get_submatrix,C,,777,_get_submatrix:777(C),0,exec8-ECOS,0.0,0.20005546091985899
33,8.0,0.0,0.0,0.101,0.013,_get_sliceXslice,C,,649,_get_sliceXslice:649(C),0,exec8-ECOS,0.0,0.20005546091985899
34,6.0,0.0,0.0,0.094,0.016,__matmul__,C,,556,__matmul__:556(C),0,exec8-ECOS,0.0,0.18619023095511625
35,6.0,0.0,0.0,0.094,0.016,new_method,C,,27,new_method:27(C),0,exec8-ECOS,0.0,0.18619023095511625
36,6.0,0.003,0.001,0.094,0.016,__mul__,C,,453,__mul__:453(C),0,exec8-ECOS,0.005942241413461158,0.18619023095511625
37,9.0,0.086,0.01,0.086,0.01,get_csr_submatrix,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.get_csr_submatrix,0,exec8-ECOS,0.17034425385255317,0.17034425385255317
38,8.0,0.086,0.011,0.086,0.011,coo_tocsr,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.coo_tocsr,0,exec8-ECOS,0.17034425385255317,0.17034425385255317
39,1.0,0.004,0.004,0.084,0.084,vstack,C,,470,vstack:470(C),0,exec8-ECOS,0.007922988551281544,0.1663827595769124
40,2.0,0.031,0.015,0.08,0.04,bmat,C,,504,bmat:504(C),0,exec8-ECOS,0.06140316127243196,0.15845977102563086
41,2.0,0.078,0.039,0.078,0.039,sort,numpy.ndarray,,,sort(numpy.ndarray),0,exec8-ECOS,0.15449827674999006,0.15449827674999006
42,4.0,0.0,0.0,0.077,0.019,<lambda>,C,,37,<lambda>:37(C),0,exec8-ECOS,0.0,0.1525175296121697
