,ncalls,tottime,percall_tottime,cumtime,percall_cumtime,function,filename,direc,line,short_name,execution_id,execution_name,tottime_perc,cumtime_perc
0,1.0,0.013,0.013,121.081,121.081,main,D,,38,main:38(D),0,exec5-ECOS,0.010737678513905294,100.00991170324363
1,1.0,0.0,0.0,121.021,121.021,l_1_optimization,D,,4,l_1_optimization:4(D),0,exec5-ECOS,0.0,99.96035318702559
2,1.0,0.005,0.005,121.021,121.021,solve,C,,320,solve:320(C),0,exec5-ECOS,0.004129876351502036,99.96035318702559
3,1.0,0.0,0.0,121.016,121.016,_solve,C,,667,_solve:667(C),0,exec5-ECOS,0.0,99.95622331067409
4,1.0,0.0,0.0,111.664,111.664,solve_via_data,C,,289,solve_via_data:289(C),0,exec5-ECOS,0.0,92.23170258282468
5,1.0,0.0,0.0,111.664,111.664,solve_via_data,C,,129,solve_via_data:129(C),0,exec5-ECOS,0.0,92.23170258282468
6,1.0,0.0,0.0,111.664,111.664,solve,C,,8,solve:8(C),0,exec5-ECOS,0.0,92.23170258282468
7,1.0,111.664,111.664,111.664,111.664,csolve,['_ecos'],,,_ecos.csolve,0,exec5-ECOS,92.23170258282468,92.23170258282468
8,1.0,0.0,0.0,9.351,9.351,get_problem_data,C,,412,get_problem_data:412(C),0,exec5-ECOS,0.0,7.723694752579109
9,1.0,0.011,0.011,9.35,9.35,apply,C,,53,apply:53(C),0,exec5-ECOS,0.009085727973304479,7.7228687773088085
10,1.0,0.01,0.01,6.559,6.559,apply,C,,83,apply:83(C),0,exec5-ECOS,0.008259752703004072,5.417571797900371
11,1.0,0.364,0.364,5.723,5.723,apply_parameters,C,,144,apply_parameters:144(C),0,exec5-ECOS,0.3006549983893483,4.727056471929231
12,1.0,4.001,4.001,5.27,5.27,reduce_problem_data_tensor,C,,61,reduce_problem_data_tensor:61(C),0,exec5-ECOS,3.3047270564719295,4.352889674483146
13,1.0,0.0,0.0,2.779,2.779,apply,C,,291,apply:291(C),0,exec5-ECOS,0.0,2.295385276164832
14,2.0,0.036,0.018,2.778,1.389,affine,C,,58,affine:58(C),0,exec5-ECOS,0.02973510973081466,2.2945593008945315
15,2.0,0.085,0.043,2.741,1.371,get_problem_matrix,C,,289,get_problem_matrix:289(C),0,exec5-ECOS,0.07020789797553463,2.2639982158934164
16,2.0,0.0,0.0,1.833,0.917,build_matrix,C,,1002,build_matrix:1002(C),0,exec5-ECOS,0.0,1.5140126704606465
17,2.0,1.833,0.917,1.833,0.917,build_matrix,['_cvxcore'],,,_cvxcore.build_matrix,0,exec5-ECOS,1.5140126704606465,1.5140126704606465
18,1.0,1.017,1.017,1.017,1.017,<dictcomp>,C,,111,<dictcomp>:111(C),0,exec5-ECOS,0.8400168498955141,0.8400168498955141
19,1.0,0.02,0.02,0.763,0.763,format_constraints,C,,129,format_constraints:129(C),0,exec5-ECOS,0.016519505406008144,0.6302191312392107
20,49/38,0.004,0.0,0.724,0.019,__init__,C,,27,__init__:27(C),0,exec5-ECOS,0.0033039010812016293,0.5980060956974949
21,11.0,0.0,0.0,0.665,0.06,asformat,C,,294,asformat:294(C),0,exec5-ECOS,0.0,0.5492735547497709
22,6.0,0.0,0.0,0.575,0.096,tocsc,C,,330,tocsc:330(C),0,exec5-ECOS,0.0,0.4749357804227342
23,7.0,0.0,0.0,0.531,0.076,sum_duplicates,C,,1084,sum_duplicates:1084(C),0,exec5-ECOS,0.0,0.43859286852951623
24,1.0,0.0,0.0,0.511,0.511,sort_indices,C,,1131,sort_indices:1131(C),0,exec5-ECOS,0.0,0.4220733631235081
25,1.0,0.511,0.511,0.511,0.511,csr_sort_indices,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.csr_sort_indices,0,exec5-ECOS,0.4220733631235081,0.4220733631235081
26,5/1,0.009,0.002,0.365,0.365,__call__,C,,42,__call__:42(C),0,exec5-ECOS,0.007433777432703665,0.30148097365964865
27,1.0,0.0,0.0,0.356,0.356,matmul,C,,61,matmul:61(C),0,exec5-ECOS,0.0,0.294047196226945
28,20/16,0.002,0.0,0.223,0.014,__init__,C,,126,__init__:126(C),0,exec5-ECOS,0.0016519505406008147,0.18419248527699084
29,3.0,0.059,0.02,0.208,0.069,reshape,C,,198,reshape:198(C),0,exec5-ECOS,0.04873254094772403,0.1718028562224847
30,8.0,0.206,0.026,0.206,0.026,coo_tocsr,"['scipy', 'sparse', '_sparsetools']",,,scipy.sparse._sparsetools.coo_tocsr,0,exec5-ECOS,0.17015090568188387,0.17015090568188387
31,417/406,0.048,0.0,0.184,0.0,implement_array_function,"['numpy', 'core', '_multiarray_umath']",,,numpy.core._multiarray_umath.implement_array_function,0,exec5-ECOS,0.03964681297441955,0.15197944973527494
32,6.0,0.0,0.0,0.165,0.027,__matmul__,C,,556,__matmul__:556(C),0,exec5-ECOS,0.0,0.1362859195995672
33,6.0,0.0,0.0,0.165,0.027,new_method,C,,27,new_method:27(C),0,exec5-ECOS,0.0,0.1362859195995672
34,6.0,0.004,0.001,0.165,0.027,__mul__,C,,453,__mul__:453(C),0,exec5-ECOS,0.0033039010812016293,0.1362859195995672
